category,part of speech,ojibwe word,definition,url
noun,nad,ingidig,my knee,https://ojibwe.lib.umn.edu/main-entry/ingidig-nad
noun,nid,ingidig,my knee,https://ojibwe.lib.umn.edu/main-entry/ingidig-nid
noun,nad,ingitiziim,my parent,https://ojibwe.lib.umn.edu/main-entry/ingitiziim-nad
pronoun,pron-dem,ingiw,those (animate plural),https://ojibwe.lib.umn.edu/main-entry/ingiw-pron-dem
pronoun,pron-dem,ingiwedig,those over there (animate plural),https://ojibwe.lib.umn.edu/main-entry/ingiwedig-pron-dem
preverb,pv-qnt,ingo-,one,https://ojibwe.lib.umn.edu/main-entry/ingo-pv-qnt
verb,vii,ingo-biboonagad,it is one year,https://ojibwe.lib.umn.edu/main-entry/ingo-biboonagad-vii
verb,vai,ingo-biboonagizi,s/he is one year old,https://ojibwe.lib.umn.edu/main-entry/ingo-biboonagizi-vai
verb,vii,ingo-diba'igane,it is one o'clock,https://ojibwe.lib.umn.edu/main-entry/ingo-diba-igane-vii
verb,vii,ingo-diba'iganed,it is one o'clock,https://ojibwe.lib.umn.edu/main-entry/ingo-diba-iganed-vii
verb,vii,ingo-giiziswagad,it is one month,https://ojibwe.lib.umn.edu/main-entry/ingo-giiziswagad-vii
verb,vai,ingo-giiziswagizi,s/he is one month old,https://ojibwe.lib.umn.edu/main-entry/ingo-giiziswagizi-vai
adverb,adv-tmp,ingoding,sometime; at one time,https://ojibwe.lib.umn.edu/main-entry/ingoding-adv-tmp
adverb,adv-tmp,ingodwaaching,six times,https://ojibwe.lib.umn.edu/main-entry/ingodwaaching-adv-tmp
verb,vii,ingodwaachinoon,"they (inanimate) are six, there are six of them",https://ojibwe.lib.umn.edu/main-entry/ingodwaachinoon-vii
verb,vai,ingodwaachiwag,"they (animate) are six, there are six of them",https://ojibwe.lib.umn.edu/main-entry/ingodwaachiwag-vai
preverb,pv-qnt,ingodwaaso-,six,https://ojibwe.lib.umn.edu/main-entry/ingodwaaso-pv-qnt
verb,vii,ingodwaaso-anama'e-giizhigad,it is six weeks,https://ojibwe.lib.umn.edu/main-entry/ingodwaaso-anama-e-giizhigad-vii
verb,vii,ingodwaaso-biboonagad,it is six years,https://ojibwe.lib.umn.edu/main-entry/ingodwaaso-biboonagad-vii
verb,vai,ingodwaaso-biboonagizi,s/he is six years old,https://ojibwe.lib.umn.edu/main-entry/ingodwaaso-biboonagizi-vai
verb,vii,ingodwaaso-diba'iganed,it is six o'clock,https://ojibwe.lib.umn.edu/main-entry/ingodwaaso-diba-iganed-vii
verb,vii,ingodwaaso-giiziswagad,it is six months,https://ojibwe.lib.umn.edu/main-entry/ingodwaaso-giiziswagad-vii
verb,vai,ingodwaaso-giiziswagizi,s/he is six months old,https://ojibwe.lib.umn.edu/main-entry/ingodwaaso-giiziswagizi-vai
verb,vii,ingodwaasogonagad,it is six days,https://ojibwe.lib.umn.edu/main-entry/ingodwaasogonagad-vii
verb,vai,ingodwaasogonagizi,s/he is the sixth day of the month; s/he is six days old,https://ojibwe.lib.umn.edu/main-entry/ingodwaasogonagizi-vai
noun,na,ingodwaasoobii'igan,a six (card),https://ojibwe.lib.umn.edu/main-entry/ingodwaasoobii-igan-na
verb,vai,ingodwaasoogaabawiwag,six of them stand together,https://ojibwe.lib.umn.edu/main-entry/ingodwaasoogaabawiwag-vai
verb,vii,ingodwaasoopidewan,six of them (inanimate) are tied together,https://ojibwe.lib.umn.edu/main-entry/ingodwaasoopidewan-vii
adverb,adv-deg,ingoji,"somewhere, anywhere; approximately; nearly, almost",https://ojibwe.lib.umn.edu/main-entry/ingoji-adv-deg
noun,nid,ingondashkway,my throat,https://ojibwe.lib.umn.edu/main-entry/ingondashkway-nid
noun,nad,ingozis,my son,https://ojibwe.lib.umn.edu/main-entry/ingozis-nad
noun,nid,ingoodaas,my dress,https://ojibwe.lib.umn.edu/main-entry/ingoodaas-nid
particle,pc-disc,ingwana,it was just so; it turns out that...; so it was that,https://ojibwe.lib.umn.edu/main-entry/ingwana-pc-disc
noun,nad,ingwizis,my son,https://ojibwe.lib.umn.edu/main-entry/ingwizis-nad
verb,vii,inide,it is cooked a certain way,https://ojibwe.lib.umn.edu/main-entry/inide-vii
verb,vta,inigaa',"abuse, injure, damage h/: be mean to, be aggressive toward h/",https://ojibwe.lib.umn.edu/main-entry/inigaa-vta
verb,vai,inigaa'idiwag,they make it hard for each other; they are rivals,https://ojibwe.lib.umn.edu/main-entry/inigaa-idiwag-vai
verb,vai,inigaa'idizo,s/he makes things hard for h/ self,https://ojibwe.lib.umn.edu/main-entry/inigaa-idizo-vai
verb,vai,inigaataagozi,s/he sounds pitiful,https://ojibwe.lib.umn.edu/main-entry/inigaataagozi-vai
verb,vii,inigaataagwad,it sounds pitiful,https://ojibwe.lib.umn.edu/main-entry/inigaataagwad-vii
verb,vti2,inigaatoon,"abuse, damage, injure it; be mean to it",https://ojibwe.lib.umn.edu/main-entry/inigaatoon-vti2
verb,vti,inigaayendan,"hate, dislike, despise it",https://ojibwe.lib.umn.edu/main-entry/inigaayendan-vti
verb,vta,inigaayenim,"dislike, hate, despise h/ or it (animate)",https://ojibwe.lib.umn.edu/main-entry/inigaayenim-vta
verb,vai,inigaazi,"s/he is pitiable, is poors/he mourns",https://ojibwe.lib.umn.edu/main-entry/inigaazi-vai
verb,vai,inigini,"s/he or it (animate) is a certain size, is so big",https://ojibwe.lib.umn.edu/main-entry/inigini-vai
verb,vii,inigokobagad,it has leaves of such a size,https://ojibwe.lib.umn.edu/main-entry/inigokobagad-vii
verb,vii,inigokobagaa,"there are leaves of such a size, leaves so big",https://ojibwe.lib.umn.edu/main-entry/inigokobagaa-vii
verb,vai,inigokobagizi,it (animate) has leaves of such a size,https://ojibwe.lib.umn.edu/main-entry/inigokobagizi-vai
verb,vti2,inigokotoon,make it a certain size,https://ojibwe.lib.umn.edu/main-entry/inigokotoon-vti2
verb,vai,inigokozide,"h/ feet are such a size, are so big",https://ojibwe.lib.umn.edu/main-entry/inigokozide-vai
verb,vii,inigokoonagad,"it (a boat) is of such a size, is so big",https://ojibwe.lib.umn.edu/main-entry/inigokoonagad-vii
verb,vii,inigokwademon,"it (road or trail) is a certain with, is so wide",https://ojibwe.lib.umn.edu/main-entry/inigokwademon-vii
verb,vii,inigokwadetigweyaa,it is so wide a river,https://ojibwe.lib.umn.edu/main-entry/inigokwadetigweyaa-vii
verb,vti2,inigokwadetoon,make it a certain width,https://ojibwe.lib.umn.edu/main-entry/inigokwadetoon-vti2
verb,vii,inigokwadeyaa,"it is a certain width, is so wide",https://ojibwe.lib.umn.edu/main-entry/inigokwadeyaa-vii
verb,vii,inigokwadeyaabikad,"it (mineral) is a certain width, is so wide",https://ojibwe.lib.umn.edu/main-entry/inigokwadeyaabikad-vii
verb,vai,inigokwadeyaabikizi,"s/he is a certain width, is so wide (as something mineral)",https://ojibwe.lib.umn.edu/main-entry/inigokwadeyaabikizi-vai
verb,vii,inigokwadeyaabiigad,"it is a certain width, is so wide (as something string-like)",https://ojibwe.lib.umn.edu/main-entry/inigokwadeyaabiigad-vii
verb,vai,inigokwadeyaabiigizi,"s/he is a certain width, is so wide (as something string-like)",https://ojibwe.lib.umn.edu/main-entry/inigokwadeyaabiigizi-vai
verb,vai,inigokwadeyaakozi,"s/he is a certain width, is so wide (as something stick- or wood-like)",https://ojibwe.lib.umn.edu/main-entry/inigokwadeyaakozi-vai
verb,vii,inigokwadeyaakwad,"it is a certain width, is so wide (as something stick- or wood-like)",https://ojibwe.lib.umn.edu/main-entry/inigokwadeyaakwad-vii
verb,vii,inigokwadeyiigad,"it (sheet-like) is a certain width, is so wide",https://ojibwe.lib.umn.edu/main-entry/inigokwadeyiigad-vii
verb,vai,inigokwadeyiigizi,"s/he is a certain width, is so wide (as something sheet-like)",https://ojibwe.lib.umn.edu/main-entry/inigokwadeyiigizi-vai
verb,vii,inigokwadeyoonagad,"it (a boat) is a certain width, is so wide",https://ojibwe.lib.umn.edu/main-entry/inigokwadeyoonagad-vii
verb,vti,inigokwadezhan,cut it so wide,https://ojibwe.lib.umn.edu/main-entry/inigokwadezhan-vti
verb,vai,inigokwadezi,"s/he is a certain width, is so wide",https://ojibwe.lib.umn.edu/main-entry/inigokwadezi-vai
verb,vta,inigokwadezhwi,cut it (animate) so wide,https://ojibwe.lib.umn.edu/main-entry/inigokwadezhwi-vta
verb,vii,inigokwate,it is a room or house of a certain size,https://ojibwe.lib.umn.edu/main-entry/inigokwate-vii
verb,vii,inigokwaa,"it is a certain size, is so big",https://ojibwe.lib.umn.edu/main-entry/inigokwaa-vii
verb,vai,inigokwaabide,s/he has teeth of such a size,https://ojibwe.lib.umn.edu/main-entry/inigokwaabide-vai
verb,vii,inigokwaabikad,"it is a certain size, is so big (as something mineral)",https://ojibwe.lib.umn.edu/main-entry/inigokwaabikad-vii
verb,vai,inigokwaabikizi,"s/he is a certain size, is so big (as something mineral)",https://ojibwe.lib.umn.edu/main-entry/inigokwaabikizi-vai
verb,vii,inigokwaabiigad,"it (string-like) is a certain size, is so big",https://ojibwe.lib.umn.edu/main-entry/inigokwaabiigad-vii
verb,vai,inigokwaabiigizi,"it (animate; string-like) is a certain size, is so big",https://ojibwe.lib.umn.edu/main-entry/inigokwaabiigizi-vai
verb,vai,inigokwaakozi,"s/he is a certain size, is so big (as something stick- or wood-like)",https://ojibwe.lib.umn.edu/main-entry/inigokwaakozi-vai
verb,vii,inigokwaakwad,"it is a certain size, is so big (as something stick- or wood-like)",https://ojibwe.lib.umn.edu/main-entry/inigokwaakwad-vii
verb,vii,inigokwegad,"it (sheet-like) is a certain size, is so big",https://ojibwe.lib.umn.edu/main-entry/inigokwegad-vii
verb,vti,inigokwegizhan,cut it (sheet-like) a certain size,https://ojibwe.lib.umn.edu/main-entry/inigokwegizhan-vti
verb,vai,inigokwegizi,"it (animate; sheet-like) is a certain size, is so big",https://ojibwe.lib.umn.edu/main-entry/inigokwegizi-vai
verb,vti,inikodan,slice it a certain way,https://ojibwe.lib.umn.edu/main-entry/inikodan-vti
verb,vai,inikonaye,s/he dresses a certain way,https://ojibwe.lib.umn.edu/main-entry/inikonaye-vai
verb,vta,inikozh,slice h/ a certain way,https://ojibwe.lib.umn.edu/main-entry/inikozh-vta
verb,vti,inikwe'an,steer it a certain way,https://ojibwe.lib.umn.edu/main-entry/inikwe-an-vti
verb,vai,inikweni,"s/he puts h/ head a certain way, nods h/ head a certain way",https://ojibwe.lib.umn.edu/main-entry/inikweni-vai
verb,vai,inikweshin,s/he lies with h/ head a certain way,https://ojibwe.lib.umn.edu/main-entry/inikweshin-vai
verb,vta,inikwetaw,nod h/ head to h/ a certain way,https://ojibwe.lib.umn.edu/main-entry/inikwetaw-vta
verb,vta,inin,"hold, handle h/ a certain way",https://ojibwe.lib.umn.edu/main-entry/inin-vta
verb,vta,ininamaw,hand (it) to h/ a certain way; motion to h/ a certain way with the hand or hands,https://ojibwe.lib.umn.edu/main-entry/ininamaw-vta
verb,vai,ininamaadiwag,they hand (it) to each other,https://ojibwe.lib.umn.edu/main-entry/ininamaadiwag-vai
verb,vti,ininan,"hold, handle it a certain way",https://ojibwe.lib.umn.edu/main-entry/ininan-vti
verb,vta,ininaw,shoot h/ in a certain way or in a certain place on h/ body; wound h/ in a certain way or in a certain place on h/ body,https://ojibwe.lib.umn.edu/main-entry/ininaw-vta
noun,na,ininaandag,a balsam fir,https://ojibwe.lib.umn.edu/main-entry/ininaandag-na
noun,na,ininaandago-bigiw,balsam fir pitch,https://ojibwe.lib.umn.edu/main-entry/ininaandago-bigiw-na
noun,na,ininaatig,a maple,https://ojibwe.lib.umn.edu/main-entry/ininaatig-na
noun,ni,ininaatigo-ziinzibaakwad,maple sugar,https://ojibwe.lib.umn.edu/main-entry/ininaatigo-ziinzibaakwad-ni
noun,ni,ininaatigo-zhiiwaagamizigan,maple syrup,https://ojibwe.lib.umn.edu/main-entry/ininaatigo-zhiiwaagamizigan-ni
noun,ni,ininaatigobag,a maple leaf,https://ojibwe.lib.umn.edu/main-entry/ininaatigobag-ni
verb,vii,ininaatigokaa,there are (many) maples,https://ojibwe.lib.umn.edu/main-entry/ininaatigokaa-vii
noun,na,inini,a man,https://ojibwe.lib.umn.edu/main-entry/inini-na
verb,vii,ininigaade,"it is held a certain way (by someone), ""they"" hold it a certain way; it is handled a certain way (by someone), ""they"" handle it a certain way",https://ojibwe.lib.umn.edu/main-entry/ininigaade-vii
verb,vai,ininigaazo,"s/he is held a certain way (by someone), ""they"" hold h/ a certain way; s/he is handled a certain way (by someone), ""they"" handle h/ a certain way",https://ojibwe.lib.umn.edu/main-entry/ininigaazo-vai
verb,vai,ininige,"s/he holds, handles things a certain way; s/he points in a certain direction",https://ojibwe.lib.umn.edu/main-entry/ininige-vai
noun,na,ininishib,a mallard,https://ojibwe.lib.umn.edu/main-entry/ininishib-na
noun,na,ininiwaya'aa,a male,https://ojibwe.lib.umn.edu/main-entry/ininiwaya-aa-na
noun,ni,ininii-biizikigan,an item of men's clothing,https://ojibwe.lib.umn.edu/main-entry/ininii-biizikigan-ni
noun,ni,ininii-makizin,a man's shoe or moccasin,https://ojibwe.lib.umn.edu/main-entry/ininii-makizin-ni
verb,vai,ininiikaazo,"s/he pretends to be a man, acts like a man",https://ojibwe.lib.umn.edu/main-entry/ininiikaazo-vai
verb,vai,ininiiwi,he is a man,https://ojibwe.lib.umn.edu/main-entry/ininiiwi-vai
verb,vai2,initam,"s/he hears a certain sounds, understands something heard",https://ojibwe.lib.umn.edu/main-entry/initam-vai2
verb,vti,initan,"hear, understand it a certain way",https://ojibwe.lib.umn.edu/main-entry/initan-vti
verb,vta,initaw,hear h/ a certain way; understand h/ a certain way,https://ojibwe.lib.umn.edu/main-entry/initaw-vta
verb,vai,initaagozi,"s/he is heard, is understood a certain way",https://ojibwe.lib.umn.edu/main-entry/initaagozi-vai
verb,vii,initaagwad,"it is heard, is understood a certain way",https://ojibwe.lib.umn.edu/main-entry/initaagwad-vii
pronoun,pron-dem,iniw,that (animate obviative); those (animate obviative),https://ojibwe.lib.umn.edu/main-entry/iniw-pron-dem
pronoun,pron-dem,iniw,that (animate obviative); those (animate obviative),https://ojibwe.lib.umn.edu/main-entry/iniw-pron-dem
pronoun,pron-dem,iniwe,that (animate obviative); those (animate obviative),https://ojibwe.lib.umn.edu/main-entry/iniwe-pron-dem
pronoun,pron-dem,iniwe,that (animate obviative); those (animate obviative),https://ojibwe.lib.umn.edu/main-entry/iniwe-pron-dem
pronoun,pron-dem,iniwedi,that over there (animate obviative); those over there (animate obviative),https://ojibwe.lib.umn.edu/main-entry/iniwedi-pron-dem
pronoun,pron-dem,iniwedin,that over there (animate obviative); those over there (animate obviative); those over there (inanimate plural),https://ojibwe.lib.umn.edu/main-entry/iniwedin-pron-dem
pronoun,pron-dem,iniwen,those (inanimate plural),https://ojibwe.lib.umn.edu/main-entry/iniwen-pron-dem
pronoun,pron-dem,iniwen,those (inanimate plural),https://ojibwe.lib.umn.edu/main-entry/iniwen-pron-dem
verb,vta,iniz,cook h/ a certain way; heat h/ a certain way,https://ojibwe.lib.umn.edu/main-entry/iniz-vta
verb,vta,inizh,cut h/ or it (animate) a certain way,https://ojibwe.lib.umn.edu/main-entry/inizh-vta
verb,vta,inizhamaw,cut (it) a certain way for h/,https://ojibwe.lib.umn.edu/main-entry/inizhamaw-vta
verb,vti,inizan,cook it a certain way; heat it a certain way,https://ojibwe.lib.umn.edu/main-entry/inizan-vti
verb,vti,inizhan,cut it a certain way,https://ojibwe.lib.umn.edu/main-entry/inizhan-vti
verb,vai,inizekwe,s/he cooks a certain way,https://ojibwe.lib.umn.edu/main-entry/inizekwe-vai
verb,vii,inizhigaade,"it is cut a certain way (by someone),""they"" cut it a certain way",https://ojibwe.lib.umn.edu/main-entry/inizhigaade-vii
verb,vai,inizhigaazo,"s/he is cut a certain way (by someone), ""they"" cut h/ a certain way",https://ojibwe.lib.umn.edu/main-entry/inizhigaazo-vai
verb,vai,inizige,s/he cooks (things) a certain way,https://ojibwe.lib.umn.edu/main-entry/inizige-vai
verb,vai,inizhige,s/he cuts (things) a certain way,https://ojibwe.lib.umn.edu/main-entry/inizhige-vai
verb,vai,inizo,s/he is cooked a certain way,https://ojibwe.lib.umn.edu/main-entry/inizo-vai
verb,vta,inizhwi,cut h/ or it (animate) a certain way,https://ojibwe.lib.umn.edu/main-entry/inizhwi-vta
noun,nid,injaanzh,my nose,https://ojibwe.lib.umn.edu/main-entry/injaanzh-nid
noun,nad,injiingwan,my lap; my (front of) thigh,https://ojibwe.lib.umn.edu/main-entry/injiingwan-nad
verb,vai,inose,"s/he walks in a certain way, walks to a certain place",https://ojibwe.lib.umn.edu/main-entry/inose-vai
verb,vai,inoode,"s/he crawls a certain way,  crawls to a certain place",https://ojibwe.lib.umn.edu/main-entry/inoode-vai
verb,vta,inoo',point to h/ a certain way,https://ojibwe.lib.umn.edu/main-entry/inoo-vta
verb,vta,inoo'amaw,"point something out to h/, point a certain way for h/",https://ojibwe.lib.umn.edu/main-entry/inoo-amaw-vta
verb,vti,inoo'an,point to it,https://ojibwe.lib.umn.edu/main-entry/inoo-an-vti
noun,ni,inoo'igan,"something that points: a pointer, an indicator, a needle on a dial",https://ojibwe.lib.umn.edu/main-entry/inoo-igan-ni
verb,vai,inoo'ige,s/he points a certain way,https://ojibwe.lib.umn.edu/main-entry/inoo-ige-vai
verb,vta,inoom,carry h/ to a certain place on h/ back,https://ojibwe.lib.umn.edu/main-entry/inoom-vta
verb,vai,inoomaawaso,s/he carries a baby to a certain place on h/ back,https://ojibwe.lib.umn.edu/main-entry/inoomaawaso-vai
verb,vai,inoomigo,s/he rides to a certain place on horseback,https://ojibwe.lib.umn.edu/main-entry/inoomigo-vai
verb,vti,inoondan,carry it to a certain place on h/ back,https://ojibwe.lib.umn.edu/main-entry/inoondan-vti
verb,vta,inootaw,quote h/ a certain way,https://ojibwe.lib.umn.edu/main-entry/inootaw-vta
verb,vai,inootaage,"s/he quotes people, reports what people say",https://ojibwe.lib.umn.edu/main-entry/inootaage-vai
verb,vai,inwe,s/he makes a characteristic call  (of an animal or bird); s/he speaks a certain language,https://ojibwe.lib.umn.edu/main-entry/inwe-vai
verb,vii,inwewe,it makes a certain noise,https://ojibwe.lib.umn.edu/main-entry/inwewe-vii
verb,vii,inwewebagaasin,its leaves sound a certain way blowing in the wind,https://ojibwe.lib.umn.edu/main-entry/inwewebagaasin-vii
verb,vai,inweweba'idiwag,they are heard running to a certain place together,https://ojibwe.lib.umn.edu/main-entry/inweweba-idiwag-vai
verb,vai,inwewebatoo,s/he is heard running to a certain place,https://ojibwe.lib.umn.edu/main-entry/inwewebatoo-vai
verb,vai,inwewebizo,"s/he drives, flies, speeds to a certain place making noise",https://ojibwe.lib.umn.edu/main-entry/inwewebizo-vai
verb,vii,inwewebiisaa,the rain sounds a certain way,https://ojibwe.lib.umn.edu/main-entry/inwewebiisaa-vii
verb,vii,inwewebiisaan,the rain sounds a certain way,https://ojibwe.lib.umn.edu/main-entry/inwewebiisaan-vii
verb,vti2,inwewesidoon,drop and make it sound a certain way,https://ojibwe.lib.umn.edu/main-entry/inwewesidoon-vti2
verb,vii,inwewesin,it sounds a certain way falling or hitting,https://ojibwe.lib.umn.edu/main-entry/inwewesin-vii
verb,vta,inweweshim,drop and make h/ sound a certain way,https://ojibwe.lib.umn.edu/main-entry/inweweshim-vta
verb,vai,inweweshin,"s/he sounds a certain way falling, hitting, or stepping",https://ojibwe.lib.umn.edu/main-entry/inweweshin-vai
verb,vai,inwewetoo,"s/he goes to a certain place speaking publicly, making sounds",https://ojibwe.lib.umn.edu/main-entry/inwewetoo-vai
verb,vai,inweweyaadagaa,s/he is heard swimming to a certain place,https://ojibwe.lib.umn.edu/main-entry/inweweyaadagaa-vai
verb,vai,inweweyaadagaako,s/he is heard going to a certain place on the ice,https://ojibwe.lib.umn.edu/main-entry/inweweyaadagaako-vai
verb,vai,inweweyaadagaazii,s/he is heard wading to a certain place,https://ojibwe.lib.umn.edu/main-entry/inweweyaadagaazii-vai
verb,vii,inweweyaanimad,the wind is heard blowing a certain way,https://ojibwe.lib.umn.edu/main-entry/inweweyaanimad-vii
verb,vii,inweweyaasin,"it is heard flying, soaring, or sailing to a certain place or in a certain way",https://ojibwe.lib.umn.edu/main-entry/inweweyaasin-vii
verb,vai,inweweyaashi,"s/he is heard flying, soaring, or sailing to a certain place or in a certain way",https://ojibwe.lib.umn.edu/main-entry/inweweyaashi-vai
verb,vii,inweweyaashkaa,waves make a certain sound,https://ojibwe.lib.umn.edu/main-entry/inweweyaashkaa-vii
verb,vai,inwewidam,s/he is heard speaking going to a certain place,https://ojibwe.lib.umn.edu/main-entry/inwewidam-vai
noun,ni,inwewin,"a way of speaking, a language, a dialect",https://ojibwe.lib.umn.edu/main-entry/inwewin-ni
noun,nid,inzid,my foot,https://ojibwe.lib.umn.edu/main-entry/inzid-nid
noun,nad,inzigos,my aunt (cross-aunt: father's sister),https://ojibwe.lib.umn.edu/main-entry/inzigos-nad
noun,nad,inzigozis,my mother-in-law,https://ojibwe.lib.umn.edu/main-entry/inzigozis-nad
noun,nad,inzinis,my father-in-law,https://ojibwe.lib.umn.edu/main-entry/inzinis-nad
noun,nad,inzhishenh,my uncle (cross-uncle: mother's brother),https://ojibwe.lib.umn.edu/main-entry/inzhishenh-nad
verb,vii,ipide,"it speeds, drives, flies to a certain place or in a certain way",https://ojibwe.lib.umn.edu/main-entry/ipide-vii
verb,vai,ipizo,"s/he speeds, drives, flies to a certain place",https://ojibwe.lib.umn.edu/main-entry/ipizo-vai
verb,vta,ipizo',drive h/ to a certain place,https://ojibwe.lib.umn.edu/main-entry/ipizo-vta
verb,vta,ipizoni',drive h/ to a certain place,https://ojibwe.lib.umn.edu/main-entry/ipizoni-vta
verb,vti2,ipizonitoon,drive it to a certain place,https://ojibwe.lib.umn.edu/main-entry/ipizonitoon-vti2
verb,vai,ipogozi,"it (animate) has a certain taste, tastes a certain way",https://ojibwe.lib.umn.edu/main-entry/ipogozi-vai
verb,vii,ipogwad,"it has a certain taste, tastes a certain way",https://ojibwe.lib.umn.edu/main-entry/ipogwad-vii
verb,vta,ipwi,taste h/ and find h/ tastes a certain way,https://ojibwe.lib.umn.edu/main-entry/ipwi-vta
particle,pc-emph,isa,[emphatic word],https://ojibwe.lib.umn.edu/main-entry/isa-pc-emph
particle,pc-disc,ise,for shame!,https://ojibwe.lib.umn.edu/main-entry/ise-pc-disc
verb,vta,iska'amaw,bail it out for h/,https://ojibwe.lib.umn.edu/main-entry/iska-amaw-vta
verb,vti,iska'an,"take water off it, bail it out",https://ojibwe.lib.umn.edu/main-entry/iska-an-vti
noun,ni,iska'ibaan,something to bail with or to soak up water with,https://ojibwe.lib.umn.edu/main-entry/iska-ibaan-ni
verb,vai,iska'ibii,s/he bails,https://ojibwe.lib.umn.edu/main-entry/iska-ibii-vai
verb,vai,iska'ige,"s/he takes water off something, bails something out",https://ojibwe.lib.umn.edu/main-entry/iska-ige-vai
verb,vti,iskandan,drain it dry (drinking it),https://ojibwe.lib.umn.edu/main-entry/iskandan-vti
verb,vai,iskaso,"s/he is stranded by low water level, left high and dry",https://ojibwe.lib.umn.edu/main-entry/iskaso-vai
verb,vii,iskate,"it (liquid or a body of water) goes down, dries up, is dried up, evaporates",https://ojibwe.lib.umn.edu/main-entry/iskate-vii
verb,vii,iskaabii,"it dries up, drains out, the water in it recedes",https://ojibwe.lib.umn.edu/main-entry/iskaabii-vii
verb,vai,iskaakizige,s/he runs out of fuel,https://ojibwe.lib.umn.edu/main-entry/iskaakizige-vai
verb,vii,iskigamide,it boils down,https://ojibwe.lib.umn.edu/main-entry/iskigamide-vii
verb,vti,iskigamizan,boil it down,https://ojibwe.lib.umn.edu/main-entry/iskigamizan-vti
noun,ni,iskigamizigan,"a sugar bush, a sugar camp",https://ojibwe.lib.umn.edu/main-entry/iskigamizigan-ni
noun,ni,iskigamiziganaak,a frame for holding sap-boiling kettles,https://ojibwe.lib.umn.edu/main-entry/iskigamiziganaak-ni
noun,ni,iskigamiziganaatig,a sap-boiling pole,https://ojibwe.lib.umn.edu/main-entry/iskigamiziganaatig-ni
verb,vii,iskigamizigaade,"it is boiled down (by someone), ""they"" boil it down",https://ojibwe.lib.umn.edu/main-entry/iskigamizigaade-vii
verb,vai,iskigamizige,"s/he boils things down (e.g., maple sap), is sugaring",https://ojibwe.lib.umn.edu/main-entry/iskigamizige-vai
noun,na,iskigamizige-giizis,April,https://ojibwe.lib.umn.edu/main-entry/iskigamizige-giizis-na
noun,ni,iskigamizigewigamig,a sap-boiling lodge,https://ojibwe.lib.umn.edu/main-entry/iskigamizigewigamig-ni
verb,vai,iskigamizo,s/he boils down,https://ojibwe.lib.umn.edu/main-entry/iskigamizo-vai
verb,vii,iskigaa,"it stops dripping, leaking; it drains out, drains dry",https://ojibwe.lib.umn.edu/main-entry/iskigaa-vii
verb,vai,iskigaa,"it (animate) stops dripping, leaking; it (animate) drains out, drains dry",https://ojibwe.lib.umn.edu/main-entry/iskigaa-vai
verb,vai,ishkabi,s/he is tired of sitting,https://ojibwe.lib.umn.edu/main-entry/ishkabi-vai
verb,vta,ishkaabam,tire of looking at h/,https://ojibwe.lib.umn.edu/main-entry/ishkaabam-vta
verb,vti,ishkaabandan,"tire of looking at, watching it",https://ojibwe.lib.umn.edu/main-entry/ishkaabandan-vti
verb,vai,ishkaabi,s/he tires of looking or watching,https://ojibwe.lib.umn.edu/main-entry/ishkaabi-vai
verb,vai,ishkaakodiyebi,s/he is tired of sitting on h/ rear end on something hard,https://ojibwe.lib.umn.edu/main-entry/ishkaakodiyebi-vai
verb,vai2,ishkendam,"s/he feels tired about something, is disturbed, is upset",https://ojibwe.lib.umn.edu/main-entry/ishkendam-vai2
verb,vti,ishkendan,"feel tired of it, find it tiresome",https://ojibwe.lib.umn.edu/main-entry/ishkendan-vti
verb,vta,ishkenim,"feel tired about h/ or it (animate), find h/ or it (animate) tiresome",https://ojibwe.lib.umn.edu/main-entry/ishkenim-vta
verb,vai,ishkidiyebi,h/ rear is tired from sitting,https://ojibwe.lib.umn.edu/main-entry/ishkidiyebi-vai
verb,vai,ishkigaabawi,s/he is tired of standing,https://ojibwe.lib.umn.edu/main-entry/ishkigaabawi-vai
verb,vai,ishkigaade,"h/ leg is tired, legs are tired",https://ojibwe.lib.umn.edu/main-entry/ishkigaade-vai
verb,vai,ishkininjiishin,"h/ hand is tired, hands are tired (from doing something)",https://ojibwe.lib.umn.edu/main-entry/ishkininjiishin-vai
verb,vai,ishkishin,s/he is tired of lying down,https://ojibwe.lib.umn.edu/main-entry/ishkishin-vai
noun,ni,ishkode,"fire, a fire",https://ojibwe.lib.umn.edu/main-entry/ishkode-ni
noun,ni,ishkode-bingwi,ashes,https://ojibwe.lib.umn.edu/main-entry/ishkode-bingwi-ni
noun,ni,ishkode-bingwiiwaaboo,lye water,https://ojibwe.lib.umn.edu/main-entry/ishkode-bingwiiwaaboo-ni
noun,ni,ishkode-jiimaan,"a steamboat, a ship",https://ojibwe.lib.umn.edu/main-entry/ishkode-jiimaan-ni
noun,ni,ishkode-makakoons,a battery,https://ojibwe.lib.umn.edu/main-entry/ishkode-makakoons-ni
noun,ni,ishkodekaan,a lighter,https://ojibwe.lib.umn.edu/main-entry/ishkodekaan-ni
verb,vai,ishkodeke,s/he makes a fire,https://ojibwe.lib.umn.edu/main-entry/ishkodeke-vai
noun,ni,ishkodens,a match,https://ojibwe.lib.umn.edu/main-entry/ishkodens-ni
verb,vii,ishkodewan,it is on fire,https://ojibwe.lib.umn.edu/main-entry/ishkodewan-vii
