ojibwe word,part of speech,url,definition
madaabiibatoo,vai,https://ojibwe.lib.umn.edu/main-entry/madaabiibatoo-vai,s/he runs down to the shore
madaabiibide,vii,https://ojibwe.lib.umn.edu/main-entry/madaabiibide-vii,it drives to shore
madaabiibizo,vai,https://ojibwe.lib.umn.edu/main-entry/madaabiibizo-vai,s/he drives to shore
madaabiidaabaadan,vti,https://ojibwe.lib.umn.edu/main-entry/madaabiidaabaadan-vti,drag it to the water
madaabiidaabaazh,vta,https://ojibwe.lib.umn.edu/main-entry/madaabiidaabaazh-vta,drag h/ or it (animate) to the water
madaabiidaabii'iwe,vai,https://ojibwe.lib.umn.edu/main-entry/madaabiidaabii-iwe-vai,s/he drives down to the shore
madaabiigozi,vai,https://ojibwe.lib.umn.edu/main-entry/madaabiigozi-vai,s/he moves to the shore
madaabiijiwan,vii,https://ojibwe.lib.umn.edu/main-entry/madaabiijiwan-vii,it flows down to the shore
madaabiikawe,vai,https://ojibwe.lib.umn.edu/main-entry/madaabiikawe-vai,s/he leaves tracks going down to the water
madaabiimon,vii,https://ojibwe.lib.umn.edu/main-entry/madaabiimon-vii,it (road or trail) leads to the shore
madaabiin,vai-o,https://ojibwe.lib.umn.edu/main-entry/madaabiin-vai-o,
madaabiinigaadan,vti,https://ojibwe.lib.umn.edu/main-entry/madaabiinigaadan-vti,"carry it on the shoulder down to the shore, out of the bush"
madaabiinigaazh,vta,https://ojibwe.lib.umn.edu/main-entry/madaabiinigaazh-vta,"carry h/ or it (animate) on the shoulder down to the shore, out of the bush"
madaabiinige,vai,https://ojibwe.lib.umn.edu/main-entry/madaabiinige-vai,"s/he carries something on h/ shoulder down to the shore, out of the bush"
madaabiinizhikaw,vta,https://ojibwe.lib.umn.edu/main-entry/madaabiinizhikaw-vta,chase h/ down to the lake or water
madaabiishkosiwe,vai,https://ojibwe.lib.umn.edu/main-entry/madaabiishkosiwe-vai,s/he goes out into a meadow
madaabiiwidamaw,vta,https://ojibwe.lib.umn.edu/main-entry/madaabiiwidamaw-vta,"take, carry (it) down to the shore for h/"
madaabiiwidoon,vti2,https://ojibwe.lib.umn.edu/main-entry/madaabiiwidoon-vti2,"take, carry it down to the shore"
madaabiiwijigaade,vii,https://ojibwe.lib.umn.edu/main-entry/madaabiiwijigaade-vii,"it is taken, carried down to the shore (by someone), ""they"" take, carry it down to the shore"
madaabiiwijigaazo,vai,https://ojibwe.lib.umn.edu/main-entry/madaabiiwijigaazo-vai,"s/he is taken, carried down to the shore (by someone), ""they"" take, carry h/ down to the shore"
madaabiiwijige,vai,https://ojibwe.lib.umn.edu/main-entry/madaabiiwijige-vai,"s/he takes, carries things down to the shore"
madaabiiwizh,vta,https://ojibwe.lib.umn.edu/main-entry/madaabiiwizh-vta,"take, carry h/ or it (animate) down to the shore"
madaabiiyaanimad,vii,https://ojibwe.lib.umn.edu/main-entry/madaabiiyaanimad-vii,the wind blows to the lake
madaabiiyaanimizi,vai,https://ojibwe.lib.umn.edu/main-entry/madaabiiyaanimizi-vai,s/he runs down to the shore in fear
madaabiiyaawadaaso,vai,https://ojibwe.lib.umn.edu/main-entry/madaabiiyaawadaaso-vai,s/he hauls a load down to the shore
madaabiiyaawadoon,vti2,https://ojibwe.lib.umn.edu/main-entry/madaabiiyaawadoon-vti2,haul it down to the shore
madaabiiyaawanidiwag,vai,https://ojibwe.lib.umn.edu/main-entry/madaabiiyaawanidiwag-vai,they go down to shore in a group
madaabiiyoode,vii,https://ojibwe.lib.umn.edu/main-entry/madaabiiyoode-vii,it crawls down to the lake
madaagamin,vii,https://ojibwe.lib.umn.edu/main-entry/madaagamin-vii,it is turbulent water
madaako,vai,https://ojibwe.lib.umn.edu/main-entry/madaako-vai,"s/he gets out on the ice, goes on the ice"
madaakon,vai-o,https://ojibwe.lib.umn.edu/main-entry/madaakon-vai-o,"get out on, go out on it on the ice"
madenamaw,vta,https://ojibwe.lib.umn.edu/main-entry/madenamaw-vta,
madendaagozi,vai,https://ojibwe.lib.umn.edu/main-entry/madendaagozi-vai,"s/he is helpless, is good for nothing"
madoodison,ni,https://ojibwe.lib.umn.edu/main-entry/madoodison-ni,a sweat lodge
madoodisonaatig],ni,https://ojibwe.lib.umn.edu/main-entry/madoodisonaatig]-ni,skip
madoodisonike,vai,https://ojibwe.lib.umn.edu/main-entry/madoodisonike-vai,s/he puts up a sweat lodge
madoodiswan,ni,https://ojibwe.lib.umn.edu/main-entry/madoodiswan-ni,a sweat lodge
madoodiswaagen,vai-o,https://ojibwe.lib.umn.edu/main-entry/madoodiswaagen-vai-o,skip
madoodoo,vai,https://ojibwe.lib.umn.edu/main-entry/madoodoo-vai,s/he takes a sweat bath
madoodoo'iwe,vai,https://ojibwe.lib.umn.edu/main-entry/madoodoo-iwe-vai,s/he runs a sweat
madoodoowasin,na,https://ojibwe.lib.umn.edu/main-entry/madoodoowasin-na,a rock for a sweat lodge
madoodoowinini,na,https://ojibwe.lib.umn.edu/main-entry/madoodoowinini-na,a Finn
madwe-,pv-lex,https://ojibwe.lib.umn.edu/main-entry/madwe-pv-lex,audible; making noise; being heard; visible
madwebagaasin,vii,https://ojibwe.lib.umn.edu/main-entry/madwebagaasin-vii,the leaves can be heard blowing in the wind
madwebatoo,vai,https://ojibwe.lib.umn.edu/main-entry/madwebatoo-vai,s/he is heard running
madwebide,vii,https://ojibwe.lib.umn.edu/main-entry/madwebide-vii,"it is heard driving, is heard running or operating, is idling"
madwebidoon,vti2,https://ojibwe.lib.umn.edu/main-entry/madwebidoon-vti2,make noise pulling or ripping it
madwebijige,vai,https://ojibwe.lib.umn.edu/main-entry/madwebijige-vai,s/he makes noise pulling or ripping something
madwebizh,vta,https://ojibwe.lib.umn.edu/main-entry/madwebizh-vta,make noise pulling or ripping it (animate); rustle it (animate) with hands
madwebizo,vai,https://ojibwe.lib.umn.edu/main-entry/madwebizo-vai,"s/he is heard driving, is heard running or operating"
madwebizotoon,vti2,https://ojibwe.lib.umn.edu/main-entry/madwebizotoon-vti2,make noise starting or running it (a machine or vehicle)
madwebiisaa,vii,https://ojibwe.lib.umn.edu/main-entry/madwebiisaa-vii,"rain is audible, ""you"" can hear the rain"
madwebiisaan,vii,https://ojibwe.lib.umn.edu/main-entry/madwebiisaan-vii,"rain is audible, ""you"" can hear the rain"
madweboodoon,vti2,https://ojibwe.lib.umn.edu/main-entry/madweboodoon-vti2,be heard sawing or filing it
madweboojige,vai,https://ojibwe.lib.umn.edu/main-entry/madweboojige-vai,s/he is heard sawing something
madwega'ige,vai,https://ojibwe.lib.umn.edu/main-entry/madwega-ige-vai,"s/he is heard chopping, cutting something with an ax"
madwega'ise,vai,https://ojibwe.lib.umn.edu/main-entry/madwega-ise-vai,s/he is heard chopping wood
madwegamide,vii,https://ojibwe.lib.umn.edu/main-entry/madwegamide-vii,it makes noise boiling
madwegamijiizo,vai,https://ojibwe.lib.umn.edu/main-entry/madwegamijiizo-vai,h/ stomach growls
madwegamisin,vii,https://ojibwe.lib.umn.edu/main-entry/madwegamisin-vii,it is heard falling in water
madwegamishin,vai,https://ojibwe.lib.umn.edu/main-entry/madwegamishin-vai,s/he is heard falling in water
madwegamizan,vti,https://ojibwe.lib.umn.edu/main-entry/madwegamizan-vti,cause it to be heard boiling
madwegamizo,vai,https://ojibwe.lib.umn.edu/main-entry/madwegamizo-vai,it (animate) makes noise boiling
madwe',vta,https://ojibwe.lib.umn.edu/main-entry/madwe-vta,"pound on, drum on it (animate)"
madwe'an,vti,https://ojibwe.lib.umn.edu/main-entry/madwe-an-vti,drum on it
madwe'igaade,vii,https://ojibwe.lib.umn.edu/main-entry/madwe-igaade-vii,"it is drummed on (by someone), ""they"" drum on it"
madwe'igaazo,vai,https://ojibwe.lib.umn.edu/main-entry/madwe-igaazo-vai,"sh/e is drummed on (by someone), ""they"" drum on h/"
madwe'ige,vai,https://ojibwe.lib.umn.edu/main-entry/madwe-ige-vai,"s/he pounds on something making noise, drums on somethingan engine knocks"
madwe'ise,vai,https://ojibwe.lib.umn.edu/main-entry/madwe-ise-vai,s/he is heard cutting or chopping firewood
madwe'oone'ige,vai,https://ojibwe.lib.umn.edu/main-entry/madwe-oone-ige-vai,s/he makes noise with h/ canoe
madwejiwan,vii,https://ojibwe.lib.umn.edu/main-entry/madwejiwan-vii,it is heard flowing
madwekamigibizo,vai,https://ojibwe.lib.umn.edu/main-entry/madwekamigibizo-vai,
madwekamigishin,vai,https://ojibwe.lib.umn.edu/main-entry/madwekamigishin-vai,s/he is heard falling on the ground
madwekamigishkige,vai,https://ojibwe.lib.umn.edu/main-entry/madwekamigishkige-vai,s/he is heard walking on or stamping the ground
madwekwadin,vii,https://ojibwe.lib.umn.edu/main-entry/madwekwadin-vii,the ice is heard cracking from the cold
madwem,vta,https://ojibwe.lib.umn.edu/main-entry/madwem-vta,chew it (animate) audibly
madwenaamo,vai,https://ojibwe.lib.umn.edu/main-entry/madwenaamo-vai,"s/he is heard breathing, snorts, huffs and puffs"
madwendan,vti,https://ojibwe.lib.umn.edu/main-entry/madwendan-vti,chew it audibly
madwengwaam,vai,https://ojibwe.lib.umn.edu/main-entry/madwengwaam-vai,"s/he snores, makes noise in h/ sleep"
madwengwaami,vai,https://ojibwe.lib.umn.edu/main-entry/madwengwaami-vai,"s/he snores, makes noise in h/ sleep"
madwengwaamo,vai,https://ojibwe.lib.umn.edu/main-entry/madwengwaamo-vai,"s/he snores, makes noise in h/ sleep"
madwenjige,vai,https://ojibwe.lib.umn.edu/main-entry/madwenjige-vai,"s/he chews something audibly, is heard chewing"
madwesagibatoo,vai,https://ojibwe.lib.umn.edu/main-entry/madwesagibatoo-vai,s/he is heard running on the floor
madwesagishimo,vai,https://ojibwe.lib.umn.edu/main-entry/madwesagishimo-vai,"s/he is tap-dancing, is heard dancing on the floor"
madwesagishin,vai,https://ojibwe.lib.umn.edu/main-entry/madwesagishin-vai,s/he is heard walking or falling on the floor
madwesidoon,vti2,https://ojibwe.lib.umn.edu/main-entry/madwesidoon-vti2,"make it sound by dropping or hitting it, ring it"
madwesijige,vai,https://ojibwe.lib.umn.edu/main-entry/madwesijige-vai,"s/he makes noise dropping or hitting things, rings things"
madwesin,vii,https://ojibwe.lib.umn.edu/main-entry/madwesin-vii,"it makes noise dropping or hitting something, rings"
madweshim,vta,https://ojibwe.lib.umn.edu/main-entry/madweshim-vta,"make it (animate) sound by dropping or hitting it, ring it (animate)"
madweshin,vai,https://ojibwe.lib.umn.edu/main-entry/madweshin-vai,"s/he makes noise dropping or hiting, rings"
madweshkan,vti,https://ojibwe.lib.umn.edu/main-entry/madweshkan-vti,step on or bump it making noise
madweshkaw,vta,https://ojibwe.lib.umn.edu/main-entry/madweshkaw-vta,step on or bump h/ or it (animate) making noise
madwetaa,vai,https://ojibwe.lib.umn.edu/main-entry/madwetaa-vai,s/he is heard in an activity
madwetoo,vai,https://ojibwe.lib.umn.edu/main-entry/madwetoo-vai,s/he is heard moving or doing something
madwewe,vii,https://ojibwe.lib.umn.edu/main-entry/madwewe-vii,"it makes noise, resounds, reverberates"
madwewechigan,ni,https://ojibwe.lib.umn.edu/main-entry/madwewechigan-ni,"a musical instrument (especially a keyboard instrument): a piano, an organ"
madwewechige,vai,https://ojibwe.lib.umn.edu/main-entry/madwewechige-vai,"s/he makes things sound, plays (music)"
madwewe'o,vai,https://ojibwe.lib.umn.edu/main-entry/madwewe-o-vai,he (partridge) drums
madwewetaw,vta,https://ojibwe.lib.umn.edu/main-entry/madwewetaw-vta,play music for h/
madwewetoon,vti2,https://ojibwe.lib.umn.edu/main-entry/madwewetoon-vti2,"make it sound, play it"
madweyaabideshin,vai,https://ojibwe.lib.umn.edu/main-entry/madweyaabideshin-vai,h/ teeth chatter
madweyaabidewaji,vai,https://ojibwe.lib.umn.edu/main-entry/madweyaabidewaji-vai,h/ teeth chatter from the cold
madweyaabikise,vai,https://ojibwe.lib.umn.edu/main-entry/madweyaabikise-vai,"s/he (something mineral or metal) clinks, clangs, rattles, rings"
madweyaabikise,vii,https://ojibwe.lib.umn.edu/main-entry/madweyaabikise-vii,"it (something mineral or metal) clinks, clangs, rattles, rings"
madweyaabikisin,vii,https://ojibwe.lib.umn.edu/main-entry/madweyaabikisin-vii,"it is heard hitting (as or on rock or metal), clangs, rings"
madweyaabikishin,vai,https://ojibwe.lib.umn.edu/main-entry/madweyaabikishin-vai,"s/he is heard hitting (as or on rock or metal), clangs, rings"
madweyaabiiga'ige,vai,https://ojibwe.lib.umn.edu/main-entry/madweyaabiiga-ige-vai,s/he plays a violin
madweyaabiigibidoon,vti2,https://ojibwe.lib.umn.edu/main-entry/madweyaabiigibidoon-vti2,"strum, play it (a guitar)"
madweyaabiigibijigan,ni,https://ojibwe.lib.umn.edu/main-entry/madweyaabiigibijigan-ni,a guitar
madweyaabiigibijigani-biiwaabikoons,ni,https://ojibwe.lib.umn.edu/main-entry/madweyaabiigibijigani-biiwaabikoons-ni,a guitar string
madweyaabiigibijige,vai,https://ojibwe.lib.umn.edu/main-entry/madweyaabiigibijige-vai,"s/he strums something, plays a guitar"
madweyaadagaa,vai,https://ojibwe.lib.umn.edu/main-entry/madweyaadagaa-vai,s/he is heard swimming
madweyaadagaazii,vai,https://ojibwe.lib.umn.edu/main-entry/madweyaadagaazii-vai,"s/he is heard wading, ""you"" can hear h/ wading"
madweyaadage,vai,https://ojibwe.lib.umn.edu/main-entry/madweyaadage-vai,s/he is heard swimming
madweyaagone,vai,https://ojibwe.lib.umn.edu/main-entry/madweyaagone-vai,"s/he is heard going through the snow, ""you"" can hear h/ going through the snow"
madweyaajiwande,vii,https://ojibwe.lib.umn.edu/main-entry/madweyaajiwande-vii,it is heard boiling
madweyaajiwanzo,vai,https://ojibwe.lib.umn.edu/main-entry/madweyaajiwanzo-vai,s/he (a kettle) is heard boiling
madweyaakide,vii,https://ojibwe.lib.umn.edu/main-entry/madweyaakide-vii,"it is heard burning, ""you"" can hear it burning"
madweyaakizo,vai,https://ojibwe.lib.umn.edu/main-entry/madweyaakizo-vai,"s/he is heard burning, ""you"" can hear h/ burning"
madweyaakwadin,vii,https://ojibwe.lib.umn.edu/main-entry/madweyaakwadin-vii,it (something stick-like) is heard cracking in the cold
madweyaakwa'ige,vai,https://ojibwe.lib.umn.edu/main-entry/madweyaakwa-ige-vai,"s/he knocks on wood, knocks on the door"
madweyaakwaji,vai,https://ojibwe.lib.umn.edu/main-entry/madweyaakwaji-vai,is (animate; something stick-like or solid) heard cracking from the cold
madweyaandagaasin,vii,https://ojibwe.lib.umn.edu/main-entry/madweyaandagaasin-vii,the boughs can be heard blowing in the wind
madweyaanike,vai,https://ojibwe.lib.umn.edu/main-entry/madweyaanike-vai,s/he is heard digging
madweyaanimad,vii,https://ojibwe.lib.umn.edu/main-entry/madweyaanimad-vii,"it is audible wind, ""you"" can hear the wind"
madweyaasin,vii,https://ojibwe.lib.umn.edu/main-entry/madweyaasin-vii,it is heard blowing in the wind
madweyaashi,vai,https://ojibwe.lib.umn.edu/main-entry/madweyaashi-vai,"it (animate) is heard blowing in the wind; s/he or it (animate) is heard soaring, sailing"
madweyaashkaa,vii,https://ojibwe.lib.umn.edu/main-entry/madweyaashkaa-vii,"waves can be heard, ""you"" can hear the waves"
madweyoone'ige,vai,https://ojibwe.lib.umn.edu/main-entry/madweyoone-ige-vai,s/he makes noise on a canoe or boat
madwezan,vti,https://ojibwe.lib.umn.edu/main-entry/madwezan-vti,crack it (mineral) with fire or blasting
madwezhaazo,vai,https://ojibwe.lib.umn.edu/main-entry/madwezhaazo-vai,s/he can be heard urinating
madwezige,vai,https://ojibwe.lib.umn.edu/main-entry/madwezige-vai,s/he is heard firing
madwezigoshkaa,vii,https://ojibwe.lib.umn.edu/main-entry/madwezigoshkaa-vii,ice moves making noise
madwezigwadin,vii,https://ojibwe.lib.umn.edu/main-entry/madwezigwadin-vii,the sound of ice cracking is heard
madwezigwa'ige,vai,https://ojibwe.lib.umn.edu/main-entry/madwezigwa-ige-vai,s/he is heard chopping ice
magozigoshin,vai,https://ojibwe.lib.umn.edu/main-entry/magozigoshin-vai,s/he or it (animate) is coated with ice; it (animate; a sled or sled runner) is iced up
magoodaas,ni,https://ojibwe.lib.umn.edu/main-entry/magoodaas-ni,a dress
magoodaasike,vai,https://ojibwe.lib.umn.edu/main-entry/magoodaasike-vai,s/he makes a dress or dresses
magwaagoneshin,vai,https://ojibwe.lib.umn.edu/main-entry/magwaagoneshin-vai,"s/he lies covered with snow, is covered with snow (so only h/ shape or contour can be seen)"
magwegigidigweshin,vai,https://ojibwe.lib.umn.edu/main-entry/magwegigidigweshin-vai,
magwegishin,vai,https://ojibwe.lib.umn.edu/main-entry/magwegishin-vai,s/he lies as a mound under blanket (sheet-like)
ma'ibimaan,,https://ojibwe.lib.umn.edu/main-entry/ma-ibimaan-,skip
ma'iingan,na,https://ojibwe.lib.umn.edu/main-entry/ma-iingan-na,a wolf
ma'iinganasim,na,https://ojibwe.lib.umn.edu/main-entry/ma-iinganasim-na,a German shepherd
ma'iinganaanow,ni,https://ojibwe.lib.umn.edu/main-entry/ma-iinganaanow-ni,a wolf's tail
ma'iingani-nagwaagan,ni,https://ojibwe.lib.umn.edu/main-entry/ma-iingani-nagwaagan-ni,a wolf snare
ma'iinganiwayaan,na,https://ojibwe.lib.umn.edu/main-entry/ma-iinganiwayaan-na,a wolf hide
ma'iinganiwi,vai,https://ojibwe.lib.umn.edu/main-entry/ma-iinganiwi-vai,s/he is a wolf
maji-,pv-lex,https://ojibwe.lib.umn.edu/main-entry/maji-pv-lex,bad
maji-izhi,vta,https://ojibwe.lib.umn.edu/main-entry/maji-izhi-vta,swear at h/; speak ill of or to h/
maji-izhiwebizi,vai,https://ojibwe.lib.umn.edu/main-entry/maji-izhiwebizi-vai,"s/he misbehaves, behaves improperly, is naughty, is evil"
maji-manidoo,na,https://ojibwe.lib.umn.edu/main-entry/maji-manidoo-na,"an evil spirit, a devil"
maji-manidoowaadizi,vai,https://ojibwe.lib.umn.edu/main-entry/maji-manidoowaadizi-vai,"s/he is evil, is possessed by an evil spirit"
maji-mashkiki,ni,https://ojibwe.lib.umn.edu/main-entry/maji-mashkiki-ni,poison; bad medicine: a remedy or spell having or intended to have negative results
majigiizhwe,vai,https://ojibwe.lib.umn.edu/main-entry/majigiizhwe-vai,s/he swears
majigoodenh,ni,https://ojibwe.lib.umn.edu/main-entry/majigoodenh-ni,a dress
majinaagozi,vai,https://ojibwe.lib.umn.edu/main-entry/majinaagozi-vai,"s/he looks bad, looks poor, looks inadequate"
majinaagwad,vii,https://ojibwe.lib.umn.edu/main-entry/majinaagwad-vii,"it looks bad, looks poor, looks inadequate"
majitan,vti,https://ojibwe.lib.umn.edu/main-entry/majitan-vti,dislike the sound of it
makade,ni,https://ojibwe.lib.umn.edu/main-entry/makade-ni,black gunpowder
makade-,pv-lex,https://ojibwe.lib.umn.edu/main-entry/makade-pv-lex,dark (color); black
makade-aniibiish,ni,https://ojibwe.lib.umn.edu/main-entry/makade-aniibiish-ni,black tea
makade-aniibiishi-ozhaawishkwaa,vii,https://ojibwe.lib.umn.edu/main-entry/makade-aniibiishi-ozhaawishkwaa-vii,it is dark green
makade-bakwezhigan,na,https://ojibwe.lib.umn.edu/main-entry/makade-bakwezhigan-na,unbleached flour
makade-bigiw,na,https://ojibwe.lib.umn.edu/main-entry/makade-bigiw-na,"tar, asphalt"
makade-ma'iingan,na,https://ojibwe.lib.umn.edu/main-entry/makade-ma-iingan-na,a black wolf
makade-manidoominens,na,https://ojibwe.lib.umn.edu/main-entry/makade-manidoominens-na,a black bead
makade-manoomin,ni,https://ojibwe.lib.umn.edu/main-entry/makade-manoomin-ni,black wild rice
makade-mashkikiwaabo,ni,https://ojibwe.lib.umn.edu/main-entry/makade-mashkikiwaabo-ni,coffee
makade-mashkikiwaaboo,ni,https://ojibwe.lib.umn.edu/main-entry/makade-mashkikiwaaboo-ni,coffee
makade-miigwan,na,https://ojibwe.lib.umn.edu/main-entry/makade-miigwan-na,a black feather
makade-ozaawadowe,vai,https://ojibwe.lib.umn.edu/main-entry/makade-ozaawadowe-vai,s/he has dark-brown fur
makade-ozhaawishkozi,vai,https://ojibwe.lib.umn.edu/main-entry/makade-ozhaawishkozi-vai,
makade-ozhaawishkwaa,vii,https://ojibwe.lib.umn.edu/main-entry/makade-ozhaawishkwaa-vii,skip
makade-waagosh,na,https://ojibwe.lib.umn.edu/main-entry/makade-waagosh-na,a black fox
makadeke,vai,https://ojibwe.lib.umn.edu/main-entry/makadeke-vai,s/he blackens h/ face with charcoal (as when fasting for a vision)
makadekoozh,vta,https://ojibwe.lib.umn.edu/main-entry/makadekoozh-vta,blacken h/ face with charcoal when fasting
makademashkikiwaabo,ni,https://ojibwe.lib.umn.edu/main-entry/makademashkikiwaabo-ni,coffee
makademashkikiwaaboo,ni,https://ojibwe.lib.umn.edu/main-entry/makademashkikiwaaboo-ni,coffee
makademik,na,https://ojibwe.lib.umn.edu/main-entry/makademik-na,a black beaver
makadepwaaganasin,na,https://ojibwe.lib.umn.edu/main-entry/makadepwaaganasin-na,black pipestone
makadewadaawangaa,vii,https://ojibwe.lib.umn.edu/main-entry/makadewadaawangaa-vii,"there is black sand, a black beach"
makadewadis,vta,https://ojibwe.lib.umn.edu/main-entry/makadewadis-vta,"dye, color it (animate) black"
makadewadisan,vti,https://ojibwe.lib.umn.edu/main-entry/makadewadisan-vti,"dye, color it black"
makadewadiso,vai,https://ojibwe.lib.umn.edu/main-entry/makadewadiso-vai,s/he is dyed black
makadewadite,vii,https://ojibwe.lib.umn.edu/main-entry/makadewadite-vii,it is dyed black
makadewadowe,vai,https://ojibwe.lib.umn.edu/main-entry/makadewadowe-vai,"s/he has black fur, has dark fur"
makadewakamigaa,vii,https://ojibwe.lib.umn.edu/main-entry/makadewakamigaa-vii,it is black ground
makadewamik,na,https://ojibwe.lib.umn.edu/main-entry/makadewamik-na,a black beaver
makadewanagekozi,vai,https://ojibwe.lib.umn.edu/main-entry/makadewanagekozi-vai,it (animate) has dark bark
makadewanagekwad,vii,https://ojibwe.lib.umn.edu/main-entry/makadewanagekwad-vii,it has dark bark
makadewazhe,vai,https://ojibwe.lib.umn.edu/main-entry/makadewazhe-vai,"s/he has dark sklin, black skin"
makadewaa,vii,https://ojibwe.lib.umn.edu/main-entry/makadewaa-vii,"it (canoe) is black, is dark (in color)"
makadewaabate,vii,https://ojibwe.lib.umn.edu/main-entry/makadewaabate-vii,it emits black smoke
makadewaabikad,vii,https://ojibwe.lib.umn.edu/main-entry/makadewaabikad-vii,it is black (as something mineral)
makadewaabikizi,vai,https://ojibwe.lib.umn.edu/main-entry/makadewaabikizi-vai,"s/he is black (as something mineral)s/he is in eclipse, there is an eclipse (of the sun or moon)"
makadewaabiigad,vii,https://ojibwe.lib.umn.edu/main-entry/makadewaabiigad-vii,"it (string-like) is dark, is black"
makadewaabiigizi,vai,https://ojibwe.lib.umn.edu/main-entry/makadewaabiigizi-vai,it (animate; string-like) is black
makadewaagamin,vii,https://ojibwe.lib.umn.edu/main-entry/makadewaagamin-vii,"it (a liquid) is black, is dark"
makadewaagonagaa,vii,https://ojibwe.lib.umn.edu/main-entry/makadewaagonagaa-vii,it is dark dirty snow
makadewaako-manoomin,ni,https://ojibwe.lib.umn.edu/main-entry/makadewaako-manoomin-ni,black wild rice
makadewaakominagad,vii,https://ojibwe.lib.umn.edu/main-entry/makadewaakominagad-vii,it is dark-grained
makadewaakozi,vai,https://ojibwe.lib.umn.edu/main-entry/makadewaakozi-vai,s/he is black (as something stick- or wood-like)
makadewaakwad,vii,https://ojibwe.lib.umn.edu/main-entry/makadewaakwad-vii,it is black (as something stick- or wood-like)
makadewaanakwad,vii,https://ojibwe.lib.umn.edu/main-entry/makadewaanakwad-vii,it is a dark cloud
makadewaanakwagoode,vii,https://ojibwe.lib.umn.edu/main-entry/makadewaanakwagoode-vii,there are dark clouds in the sky
makadewaande,vii,https://ojibwe.lib.umn.edu/main-entry/makadewaande-vii,it is colored black
makadewaanikwe,vai,https://ojibwe.lib.umn.edu/main-entry/makadewaanikwe-vai,s/he has black hair
makadewaanowe,vai,https://ojibwe.lib.umn.edu/main-entry/makadewaanowe-vai,s/he (an animal) has a black tail
makadewaanzan,vti,https://ojibwe.lib.umn.edu/main-entry/makadewaanzan-vti,"dye, color it black"
makadewaanzo,vai,https://ojibwe.lib.umn.edu/main-entry/makadewaanzo-vai,s/he is colored black
makadewaawangad,vii,https://ojibwe.lib.umn.edu/main-entry/makadewaawangad-vii,"it (granular) is black, is dark"
makadewaawangizi,vai,https://ojibwe.lib.umn.edu/main-entry/makadewaawangizi-vai,skip
makadewegad,vii,https://ojibwe.lib.umn.edu/main-entry/makadewegad-vii,"it (sheet-like) is dark, is black"
makadewegin,ni,https://ojibwe.lib.umn.edu/main-entry/makadewegin-ni,black cloth
makadewegizi,vai,https://ojibwe.lib.umn.edu/main-entry/makadewegizi-vai,"it (animate; sheet-like) is dark, is black"
makadewibii',vta,https://ojibwe.lib.umn.edu/main-entry/makadewibii-vta,paint h/ or it (animate) black
makadewibii'an,vti,https://ojibwe.lib.umn.edu/main-entry/makadewibii-an-vti,paint it black
makadewibii'igaazo,vai,https://ojibwe.lib.umn.edu/main-entry/makadewibii-igaazo-vai,it (animate) is painted black (by someone)
makadewibii'ige,vai,https://ojibwe.lib.umn.edu/main-entry/makadewibii-ige-vai,s/he paints (things) in black
makadewibiiwaye,vai,https://ojibwe.lib.umn.edu/main-entry/makadewibiiwaye-vai,"s/he has black fur, has dark fur"
makadewigwan,na,https://ojibwe.lib.umn.edu/main-entry/makadewigwan-na,a black feather
makadewigwane,vai,https://ojibwe.lib.umn.edu/main-entry/makadewigwane-vai,s/he (a bird) has black feathers
makadewi',vta,https://ojibwe.lib.umn.edu/main-entry/makadewi-vta,make h/ black
makadewi'o,vai,https://ojibwe.lib.umn.edu/main-entry/makadewi-o-vai,s/he wears black
makadewijaane,vai,https://ojibwe.lib.umn.edu/main-entry/makadewijaane-vai,s/he (an animal) has a black nose
makadewijiishkiwagad,vii,https://ojibwe.lib.umn.edu/main-entry/makadewijiishkiwagad-vii,it is black mud
makadewikonaye,na,https://ojibwe.lib.umn.edu/main-entry/makadewikonaye-na,a priest
makadewikonaye,vai,https://ojibwe.lib.umn.edu/main-entry/makadewikonaye-vai,s/he dresses in black
makadewikonayekwe,na,https://ojibwe.lib.umn.edu/main-entry/makadewikonayekwe-na,a nun
makadewikoozhe,vai,https://ojibwe.lib.umn.edu/main-entry/makadewikoozhe-vai,skip
makadewiminagad,vii,https://ojibwe.lib.umn.edu/main-entry/makadewiminagad-vii,"it (something small and round; grain, berry) is black"
makadewiminagizi,vai,https://ojibwe.lib.umn.edu/main-entry/makadewiminagizi-vai,"it (animate; something small and round; grain, berry) is black"
makadewinaagozi,vai,https://ojibwe.lib.umn.edu/main-entry/makadewinaagozi-vai,"it (animate) looks dark or black, appears dark or black"
makadewinaagwad,vii,https://ojibwe.lib.umn.edu/main-entry/makadewinaagwad-vii,"it looks dark or black, appears dark or black"
makadewindibe,vai,https://ojibwe.lib.umn.edu/main-entry/makadewindibe-vai,s/he has black hair
makadewiningwii,vai,https://ojibwe.lib.umn.edu/main-entry/makadewiningwii-vai,s/he has black wings
makadewitawage,vai,https://ojibwe.lib.umn.edu/main-entry/makadewitawage-vai,s/he has a black ear or black ears
makadewitigwaane,vai,https://ojibwe.lib.umn.edu/main-entry/makadewitigwaane-vai,"s/he has black hair; s/he (a bird, an animal) has a black head"
makadewitoon,vti2,https://ojibwe.lib.umn.edu/main-entry/makadewitoon-vti2,make it black
makadewizi,vai,https://ojibwe.lib.umn.edu/main-entry/makadewizi-vai,"s/he is black, is dark"
